,categoryId,retailerId,category,categories,productId,sku,name,description,brand,price,prev_price,price_unit,unit,price_unit_0,price_unit_1
127,d4262320-8bb3-4ea9-b2b1-f05968c7fe7c,30737,Deli More Meats Sliced,Grocery/Deli & Ready Made Meals/Meat/Fresh Sliced/Deli More Meats Sliced,00056364901842,00056364901842,Meat & Cheese - Combo Platter Tray - Small Serves 10-14,"48 hour Prep Time Required for Party Platters. Limit 10 Per Order. Black Forest Ham, Roast Beef, Oven Roasted Turkey Breast, Cervelat Salami and Cheddar, Havarti & Swiss Cheese.",Meat & Cheese,44.99,44.99,,each,,
128,00b1b658-a6bc-440f-a8cd-fca13e190be3,30790,Party Platters,Grocery/Deli & Ready Made Meals/Party Platters,00056364901842,00056364901842,Meat & Cheese - Combo Platter Tray - Small Serves 10-14,"48 hour Prep Time Required for Party Platters. Limit 10 Per Order. Black Forest Ham, Roast Beef, Oven Roasted Turkey Breast, Cervelat Salami and Cheddar, Havarti & Swiss Cheese.",Meat & Cheese,44.99,44.99,,each,,
129,5020d64e-fc62-41c6-a616-c1212138d339,30802,Ground & Patties,Grocery/Meat & Seafood/Chicken & Turkey/Ground & Patties,00061951096757,00061951096757,Hallmark Farms - Extra Lean Ground Chicken,Tray Pack.  Product of Canada.,Hallmark Farms,6.0,,$1.20/100g,gram,1.20,100
130,d4262320-8bb3-4ea9-b2b1-f05968c7fe7c,30737,Deli More Meats Sliced,Grocery/Deli & Ready Made Meals/Meat/Fresh Sliced/Deli More Meats Sliced,00056364900708,00056364900708,Snack Platter - Meat & Cheese - Large  Serves 24-34,"48 hour Prep Time Required for Party Platters. Limit 10 Per Order. Mild Cheddar, Monterey Jack Jalapeno, Havarti, Smoked Garlic Coil, Pepperoni Sticks, and a Ukrainian Ring with Kalamata Olives",Snack Platter,79.99,79.99,,each,,
131,00b1b658-a6bc-440f-a8cd-fca13e190be3,30790,Party Platters,Grocery/Deli & Ready Made Meals/Party Platters,00056364900708,00056364900708,Snack Platter - Meat & Cheese - Large  Serves 24-34,"48 hour Prep Time Required for Party Platters. Limit 10 Per Order. Mild Cheddar, Monterey Jack Jalapeno, Havarti, Smoked Garlic Coil, Pepperoni Sticks, and a Ukrainian Ring with Kalamata Olives",Snack Platter,79.99,79.99,,each,,
132,a507384a-009b-451f-b312-33561881d8dd,30814,Pork Roasts & Tenderloins,Grocery/Meat & Seafood/Pork & Ham/Pork Roasts & Tenderloins,00294859000001,00294859000001,"Western Canadian - Pork Roast Shoulder Blade, Boneless",Average Weight of Each Roast May Vary by Size. Vegetable Grain Fed. No Added Hormones.,Western Canadian,28.6160016315971,,$1.43/100g,gram,1.43,100
133,227ab043-80b5-4823-8fa0-da976414d56d,30983,Frozen Burgers & Patties,Grocery/Frozen/Frozen Meat/Frozen Burgers & Patties,00062639341978,00062639341978,Western Family - Signature Bourbon Whiskey BBQ Beef Burgers,Frozen. These Tantalizing Burgers are Infused with our Very Own Bourbon Whiskey BBQ Sauce. Made exclusively for Western Family. 5oz Patties.,Western Family,17.99,,$3.00 each,each,3.00 ,
134,b646fe9d-d5c9-4fa4-98e9-e2a9cca36f8b,30828,Shrimp & Shell Fish,Grocery/Meat & Seafood/Shrimp & Shell Fish,00062639365196,00062639365196,Western Family - Wild Argentine Peeled & Deveined Prawn,"These sweet, buttery, and succulent prawns are wild caught, not farmed. The taste of Argentine prawns are sometimes compared to lobster. Extremely easy to prepare as the prep work has been done for you: they are already peeled and deveined. This sustainably sourced item from the South Atlantic is Ocean Wise recommended.<br /><br />",Western Family,13.99,16.99,$4.11/100g,gram,4.11,100
135,2ae325f0-b825-4bb2-a37e-e55a321d4d36,30810,Ham Whole & Halved,Grocery/Meat & Seafood/Pork & Ham/Ham Whole & Halved,00062639329822,00062639329822,Western Family - Black Forest Ham - Smoked,Meat Protein 18%Product of Canada,Western Family,11.29,14.99,$1.74/100g,gram,1.74,100
136,046280f1-39b2-4d66-8525-71016cb8c7b3,30826,More Meat Free Options,Grocery/Meat & Seafood/Meat Alternatives/More Meat Free Options,00060822800028,00060822800028,Yves - Veggie Ground Round Mexican,"Vegan, Good Source of Protein. Simulated Ground Beef. Contains no Meat.",Yves,5.49,5.99,$1.61/100g,gram,1.61,100
137,a5c7bcbb-3bc6-4347-bde2-6cd77fb0058b,30815,Lamb,Grocery/Meat & Seafood/Lamb,00290299000007,00290299000007,New Zeland - Spring Lamb Frenched Rack,Fresh Vacuum Sealed Pack. Average Weight of Each Package May Vary.,New Zeland,33.056111592000654,,$5.51/100g,gram,5.51,100
138,227ab043-80b5-4823-8fa0-da976414d56d,30983,Frozen Burgers & Patties,Grocery/Frozen/Frozen Meat/Frozen Burgers & Patties,00062639358303,00062639358303,Western Family - Canadian Angus Square Burgers,"Succulent & juicy. Angus beef raised in Canada. Uncooked, keep frozen, 6 burgers, 142g each.",Western Family,14.99,17.99,$2.50 each,each,2.50 ,
139,b6281264-a5df-4b39-b0f2-a0e0ae47c11c,30825,Tofu & Vegetarian Options,Grocery/Meat & Seafood/Meat Alternatives/Tofu & Vegetarian Options,00060822400037,00060822400037,Yves - Original Veggie Round Ground,"Vegan, Good Source of Protein. Simulated Ground Beef. Contains no Meat. 4 x 312g Pouches",Yves,13.99,14.99,$3.50 each,each,3.50 ,
140,44d552a9-7bd9-4cf7-a74b-0a6b763d7006,30820,Sausages & Smokies,Grocery/Meat & Seafood/Hot Dogs & Sausages/Sausages & Smokies,00077782012897,00077782012897,Johnsonville - Original Recipe Breakfast Sausages,Get the day off to a delicious start with the unmistakable flavor of this special spice blend. Gluten Free. Made with only premium cuts of pork,Johnsonville,6.99,,$1.86/100g,gram,1.86,100
141,e42f3c62-0edc-4c2f-ac8d-850a6f145d98,30817,Bacon,Grocery/Meat & Seafood/Bacon,00062639339623,00062639339623,Western Family - Hardwood Smoked Bacon Thick Sliced,"Smoked with a Blend of Hardwood Including Hickory, Oak and Maple to Deliver a Complex Savory Flavour, then thick Cut to Provide a Hearty Bacon Bite.",Western Family,9.99,,$2.00/100g,gram,2.00,100
142,15f96256-5921-4a91-9e50-d4c2e7610f91,30986,"Frozen Chicken Strips, Nuggets & More","Grocery/Frozen/Frozen Meat/Frozen Chicken Strips, Nuggets & More",00062639357153,00062639357153,Western Family - Chicken Nuggets - Fully Cooked,"Breaded chicken cutlettes, made with white meat. 36 pieces or more. No Artificial colors or flavors.",Western Family,13.99,,$1.75/100g,gram,1.75,100
143,15f96256-5921-4a91-9e50-d4c2e7610f91,30986,"Frozen Chicken Strips, Nuggets & More","Grocery/Frozen/Frozen Meat/Frozen Chicken Strips, Nuggets & More",00062639357146,00062639357146,Western Family - Chicken Strips - Fully Cooked,"Breaded chicken cutlettes, made with white meat. 18 Pieces or more. No artificial colors or flavors.",Western Family,13.99,,$1.75/100g,gram,1.75,100
144,ccbec819-b594-4834-96e2-31555623354d,30977,Frozen Family Size Entrees,Grocery/Frozen/Frozen Meals & Sides/Frozen Family Size Entrees,00062639357146,00062639357146,Western Family - Chicken Strips - Fully Cooked,"Breaded chicken cutlettes, made with white meat. 18 Pieces or more. No artificial colors or flavors.",Western Family,13.99,,$1.75/100g,gram,1.75,100
145,d4262320-8bb3-4ea9-b2b1-f05968c7fe7c,30737,Deli More Meats Sliced,Grocery/Deli & Ready Made Meals/Meat/Fresh Sliced/Deli More Meats Sliced,00056364900685,00056364900685,Snack Platter - Meat & Cheese - Small Serves 10-14,"48 hour Prep Time Required for Party Platters. Limit 10 Per Order. .Mild Cheddar, Monterey Jack Jalapeno, Havarti, Smoked Garlic Coil, Pepperoni Sticks, and a Ukrainian Ring with Kalamata Olives.",Snack Platter,39.99,39.99,,each,,
146,00b1b658-a6bc-440f-a8cd-fca13e190be3,30790,Party Platters,Grocery/Deli & Ready Made Meals/Party Platters,00056364900685,00056364900685,Snack Platter - Meat & Cheese - Small Serves 10-14,"48 hour Prep Time Required for Party Platters. Limit 10 Per Order. .Mild Cheddar, Monterey Jack Jalapeno, Havarti, Smoked Garlic Coil, Pepperoni Sticks, and a Ukrainian Ring with Kalamata Olives.",Snack Platter,39.99,39.99,,each,,
147,27138030-a23e-4981-951b-16bca437e92a,30729,Deli Turkey Sliced,Grocery/Deli & Ready Made Meals/Meat/Fresh Sliced/Deli Turkey Sliced,00294318000009,00294318000009,"Lilydale - Cooked Turkey Breast, Original","Deli Sliced or Shaved. Please indicate in your Notes on Preference. Look to Lilydale for wholesome and delicious, 100% Canadian premium deli meats.",Lilydale,2.99,3.99,$2.99/100g,gram,2.99,100
148,194b7b44-cf61-4714-85a0-6a9f3a60ccb5,30795,Beef Roasts & Ribs,Grocery/Meat & Seafood/Beef & Veal/Beef Roasts & Ribs,00294635000003,00294635000003,Western Canadian - Bone In Simmering Short Ribs,Bone In Simmering - Vacuum Sealed. Average Weight of Each Package May Vary.,Western Canadian,30.84267047966443,,$3.08/100g,gram,3.08,100
149,18a631ec-fba9-406d-941a-a6ab1b3f509c,30799,Chicken Breasts,Grocery/Meat & Seafood/Chicken & Turkey/Chicken Breasts,00277701000008,00277701000008,"Maple Leaf - Prime Chicken Breast, Boneless Skinless Fresh","Raised without antibiotics, Vegetable grain fed with no animal by-products, Canadian farm raised, Air chilled, Humanely raised, Non-GMO feed.7 Pieces to tray",Maple Leaf,22.0,,,each,,
150,00b1b658-a6bc-440f-a8cd-fca13e190be3,30790,Party Platters,Grocery/Deli & Ready Made Meals/Party Platters,00056364900692,00056364900692,Snack Platter - Meat & Cheese - Medium Serves 14-24,"48 hour Prep Time Required for Party Platters. Limit 10 Per Order. Mild Cheddar, Monterey Jack Jalapeno, Havarti, Smoked Garlic Coil, Pepperoni Sticks, and a Ukrainian Ring with Kalamata Olives.",Snack Platter,59.99,59.99,,each,,
151,d4262320-8bb3-4ea9-b2b1-f05968c7fe7c,30737,Deli More Meats Sliced,Grocery/Deli & Ready Made Meals/Meat/Fresh Sliced/Deli More Meats Sliced,00056364900692,00056364900692,Snack Platter - Meat & Cheese - Medium Serves 14-24,"48 hour Prep Time Required for Party Platters. Limit 10 Per Order. Mild Cheddar, Monterey Jack Jalapeno, Havarti, Smoked Garlic Coil, Pepperoni Sticks, and a Ukrainian Ring with Kalamata Olives.",Snack Platter,59.99,59.99,,each,,
152,8eec5180-2fa9-4348-85e0-6f5a25dfd226,30804,Chicken Thighs & Legs,Grocery/Meat & Seafood/Chicken & Turkey/Chicken Thighs & Legs,00292628000009,00292628000009,"Western Canadian - Chicken Thighs Boneless, Skinless, Fresh",Free Run Chicken. Raised on Family Farms.,Western Canadian,9.735062342428735,,$2.29/100g,gram,2.29,100
153,76d64c6c-af91-4f5c-bf82-72e90018752c,30800,Chicken Whole & Halved,Grocery/Meat & Seafood/Chicken & Turkey/Chicken Whole & Halved,00260758000008,00260758000008,"Rossdown - Organic Whole Frying Chicken, Fresh",Free Range. Non GMO. Raised without Antibiotics. No Animal By Products. Average weight of of chickens may vary.,Rossdown,28.6160016315971,,$1.43/100g,gram,1.43,100
154,a5c7bcbb-3bc6-4347-bde2-6cd77fb0058b,30815,Lamb,Grocery/Meat & Seafood/Lamb,00286918000008,00286918000008,Western Canadian - Souvlaki Lamb Kabob 110-120g,Mediterranean style seasoning. Fresh from our in store service case. Average weight may vary.,Western Canadian,7.0,,,each,,
155,a5c7bcbb-3bc6-4347-bde2-6cd77fb0058b,30815,Lamb,Grocery/Meat & Seafood/Lamb,00280373000009,00280373000009,New Zealand - Spring Lamb Frenched Rack,New Zealand Spring Lamb Product of New Zealand,New Zealand,29.751382281849285,,$5.95/100g,gram,5.95,100
156,d0e2ec04-7528-4ae4-bd96-771cd1dce1fb,30731,Deli Ham & Pork Sliced,Grocery/Deli & Ready Made Meals/Meat/Fresh Sliced/Deli Ham & Pork Sliced,00294327000007,00294327000007,"Save-On-Foods - Old Fashioned Ham, Fresh",Deli Sliced or Shaved. Please indicate in your Notes on Preference.,Save-On-Foods,3.29,,$3.29/100g,gram,3.29,100
157,e42f3c62-0edc-4c2f-ac8d-850a6f145d98,30817,Bacon,Grocery/Meat & Seafood/Bacon,00063100219406,00063100219406,Maple Leaf - Original Natural Bacon,"Made for families, Maple Leaf Original Natural Bacon features simple, natural ingredients. Bacon is a staple of breakfasts everywhere, and the Maple Leaf brand has cut out all the unrecognizable ingredients to provide your family with nothing but the best. Maple Leaf Natural Bacon is as simple as bacon smoked with Maplewood, with no artificial flavours and no artificial preservatives. Dedicated to providing wholesome, real food for Canadians for generations to come, Maple Leaf is the first major food company in the world to become carbon neutral. Join them in their commitment to build a more sustainable planet.",Maple Leaf,8.49,,$2.26/100g,gram,2.26,100
158,194b7b44-cf61-4714-85a0-6a9f3a60ccb5,30795,Beef Roasts & Ribs,Grocery/Meat & Seafood/Beef & Veal/Beef Roasts & Ribs,02120290000004,02120290000004,Western Canadian - Prime Rib Oven Roast,"AAA Beef - Individually Cryovac Bag Sealed. Aged Min. 14 Days, Guaranteed Tender, Fresh. Average Price is Based on 2 Kg, May Vary by size.",Western Canadian,96.95930290890912,,$4.85/100g,gram,4.85,100
159,353562bf-4f2f-4b0f-aa20-a040a120ed8f,30801,Chicken Drumsticks & Wings,Grocery/Meat & Seafood/Chicken & Turkey/Chicken Drumsticks & Wings,00292516000005,00292516000005,Western Canadian - Chicken Drumsticks- Family Pack,Raised on Family Farms. Western Canadian. Average Weight of Each Package May Vary.,Western Canadian,11.661130896006902,,$1.10/100g,gram,1.10,100
160,e42f3c62-0edc-4c2f-ac8d-850a6f145d98,30817,Bacon,Grocery/Meat & Seafood/Bacon,00065822980800,00065822980800,Butterball - Bacon Style Turkey Slices,Contains No Pork. 50% Less Salt than our regular Pork Side Bacon,Butterball,7.99,,$2.13/100g,gram,2.13,100
161,2ea31f76-0218-4f83-a461-a4b705bd833d,30805,Turkey Whole & Halved,Grocery/Meat & Seafood/Chicken & Turkey/Turkey Whole & Halved,00061951098850,00061951098850,Western Canadian - Boneless Turkey Breast Roast,Vacuum Sealed For Freshness. Freezer Ready. Free Run Turkey. Raised on Family Farms. Average Weight Approx 1.0kg-1.2kg<br />,Western Canadian,20.0,,,each,,
162,02cbd7d8-9c68-4207-bf02-9f4859a566ab,30811,Marinated Pork,Grocery/Meat & Seafood/Pork & Ham/Marinated Pork,00294849000004,00294849000004,"Save-On-Foods - Pork Schnitzel Breaded, Fresh Family Pack",Family Pack Savings. Cut From Pork Sirloin. Average Weight of each Package May Vary by the Poriton Sizes.,Save-On-Foods,17.344868477395224,,$2.31/100g,gram,2.31,100
163,2ae325f0-b825-4bb2-a37e-e55a321d4d36,30810,Ham Whole & Halved,Grocery/Meat & Seafood/Pork & Ham/Ham Whole & Halved,00062639329839,00062639329839,Western Family - Smoked Ham with Honey Flavour,Meat Protein 18%Product of Canada,Western Family,11.29,14.99,$1.74/100g,gram,1.74,100
164,3244d901-e0b9-4190-97c2-44362c27c935,30827,Fish,Grocery/Meat & Seafood/Fish,00292498000000,00292498000000,Snapper - Fresh Pacific Snapper,Average Weight of one Fillets 175g. Please Indicate in notes the Number of Fillets required by choosing Quantity.,Snapper,3.8325,4.3575,$2.19/100g,gram,2.19,100
165,cea03cec-cc4c-463d-8a92-bc2f083a041a,30812,Pork Chops & Cutlets,Grocery/Meat & Seafood/Pork & Ham/Pork Chops & Cutlets,00294828000001,00294828000001,Western Canadian - Loin Chops Boneless,Fresh. Family Pack. Vegetable Grain Fed. No Added Hormones. Approx 6 per pack. Average Weight May Vary for Each Package.,Western Canadian,12.994398472796208,18.41777012254421,$1.32/100g,gram,1.32,100
166,e42f3c62-0edc-4c2f-ac8d-850a6f145d98,30817,Bacon,Grocery/Meat & Seafood/Bacon,00063100375362,00063100375362,Maple Leaf Prime - Lazy Maple Natural Bacon,"Enjoy savory bacon with a hint of sweet maple with Maple Leaf Lazy Maple Natural Bacon. Made with natural ingredients, these gourmet maple bacon slices are made from our quality cuts of pork and perfectly seasoned with natural ingredients. Maple Leaf natural bacon is a tasty addition to breakfast dishes, sandwiches, and salads, or can be enjoyed anytime as a satisfying snack. Made for families, the Maple Leaf brand offers premium meats using only natural ingredients with no artificial preservatives, flavours, colours, or sweeteners. Dedicated to providing wholesome, real food for Canadians for generations to come, Maple Leaf is the first major food company in the world to become carbon neutral. Join them in their commitment to build a more sustainable planet.",Maple Leaf Prime,8.49,,$2.26/100g,gram,2.26,100
167,353562bf-4f2f-4b0f-aa20-a040a120ed8f,30801,Chicken Drumsticks & Wings,Grocery/Meat & Seafood/Chicken & Turkey/Chicken Drumsticks & Wings,00246201000009,00246201000009,"Save-On-Foods - Chicken Wings, Fresh",Plain Chicken Wings. Average weight 25 grams.,Save-On-Foods,0.59,,,each,,
168,a5c7bcbb-3bc6-4347-bde2-6cd77fb0058b,30815,Lamb,Grocery/Meat & Seafood/Lamb,00290416000002,00290416000002,New Zealand - Spring Lamb Mediterranean Seasoned Boneless Leg,Frozen. 20% Meat Protein.,New Zealand,16.523646550756606,,$3.30/100g,gram,3.30,100
169,194b7b44-cf61-4714-85a0-6a9f3a60ccb5,30795,Beef Roasts & Ribs,Grocery/Meat & Seafood/Beef & Veal/Beef Roasts & Ribs,00294760000008,00294760000008,Save-On-Foods - Outside Round Oven Roast,Outside Round -  Individually Cryovac Bag Sealed. Beef.,Save-On-Foods,36.25259393141907,,$2.40/100g,gram,2.40,100
170,c73d8ada-31ec-4abd-b9ee-bdc755bf4026,30736,"Deli Fresh Sausages, Hoagies & Wieners","Grocery/Deli & Ready Made Meals/Meat/Fresh Sliced/Deli Fresh Sausages, Hoagies & Wieners",00287990000009,00287990000009,"Save-On-Foods - Lyoner Sausage, Fresh",A type of bologna sausage made from beef and pork and flavoured with garlic and other spices. Deli Sliced or Shaved. Please indicate in your Notes on Preference.,Save-On-Foods,2.89,,$2.89/100g,gram,2.89,100
171,18a631ec-fba9-406d-941a-a6ab1b3f509c,30799,Chicken Breasts,Grocery/Meat & Seafood/Chicken & Turkey/Chicken Breasts,00180509500420,00180509500420,Save-On-Foods - Oven Roasted Carved Chicken Breast,"Fully cooked, made with natural ingredients. 24% meat protein,",Save-On-Foods,10.99,,$3.66/100g,gram,3.66,100
172,e42f3c62-0edc-4c2f-ac8d-850a6f145d98,30817,Bacon,Grocery/Meat & Seafood/Bacon,00062639349554,00062639349554,Western Family - Applewood Smoked Bacon Thick Sliced,"Naturally Smoked over Maple Wood Chips to Deliver a Sweet, Fruity Hint & Savoury Flavour, then Cut thick to Provide a Hearty Bacon Bite.",Western Family,9.99,,$2.00/100g,gram,2.00,100
173,194b7b44-cf61-4714-85a0-6a9f3a60ccb5,30795,Beef Roasts & Ribs,Grocery/Meat & Seafood/Beef & Veal/Beef Roasts & Ribs,00294740000004,00294740000004,Western Canadian - Sirloin Tip Oven Roast,"Aged Min 14 Days, Fresh. Cut From AAA Western Canadian. Marbling, fine white flecks of fat throughout lean beef, adds flavour and juiciness. Average Weight May Varyby Size. A Large Avg is 3.2kg.",Western Canadian,52.176803591294934,,$2.27/100g,gram,2.27,100
174,76d64c6c-af91-4f5c-bf82-72e90018752c,30800,Chicken Whole & Halved,Grocery/Meat & Seafood/Chicken & Turkey/Chicken Whole & Halved,00061951103745,00061951103745,Save-On-Foods - Whole Chicken 9 Piece Cut Family Pack,Free run chicken. Raised on family farms. Great for frying.,Save-On-Foods,12.0,,,each,,
175,353562bf-4f2f-4b0f-aa20-a040a120ed8f,30801,Chicken Drumsticks & Wings,Grocery/Meat & Seafood/Chicken & Turkey/Chicken Drumsticks & Wings,00292522000006,00292522000006,"Western Canadian - Split Chicken Wings, Fresh",Raised On Family Farms. Average Weight of Each Package May Vary.,Western Canadian,9.35862302974807,,$1.87/100g,gram,1.87,100
176,44d552a9-7bd9-4cf7-a74b-0a6b763d7006,30820,Sausages & Smokies,Grocery/Meat & Seafood/Hot Dogs & Sausages/Sausages & Smokies,00077782195507,00077782195507,Johnsonville - Mild Italian Sausages,"Made with the perfect blend of Italian herbs and spices, and more than a little attention to detail. Gluten Free. Made with only premium cuts of pork.",Johnsonville,6.99,,$1.40/100g,gram,1.40,100
177,00b1b658-a6bc-440f-a8cd-fca13e190be3,30790,Party Platters,Grocery/Deli & Ready Made Meals/Party Platters,00056364901811,00056364901811,Save-On-Foods - Deluxe Meat Tray - Small Serves 10-14,"48 hour Prep Time Required for Party Platters. Limit 10 Per Order. Oven Roasted Turkey Breast, Roast & Corned Beef, Black Forest Ham, Smoked Chicken Breast and Italian Salami's.",Save-On-Foods,39.99,39.99,,each,,
178,d4262320-8bb3-4ea9-b2b1-f05968c7fe7c,30737,Deli More Meats Sliced,Grocery/Deli & Ready Made Meals/Meat/Fresh Sliced/Deli More Meats Sliced,00056364901811,00056364901811,Save-On-Foods - Deluxe Meat Tray - Small Serves 10-14,"48 hour Prep Time Required for Party Platters. Limit 10 Per Order. Oven Roasted Turkey Breast, Roast & Corned Beef, Black Forest Ham, Smoked Chicken Breast and Italian Salami's.",Save-On-Foods,39.99,39.99,,each,,
179,dc399971-5f6f-41c1-96c5-43bba61b6635,30837,"Chicken Strips, Nuggets & More","Grocery/Meat & Seafood/Frozen Meat/Chicken Strips, Nuggets & More",00062639363710,00062639363710,"Western Family - Stuffed Chicken Breast Breaded, Ham & Swiss Cheese","Frozen, Uncooked breaded chicken breast cutlettes, filled with ham and processed swiss cheese. 6 individually wrapped.",Western Family,12.99,14.99,$2.17 each,each,2.17 ,
180,ee87f6d8-2f3a-40d0-b459-3fa35d0bde9e,30734,Deli Salami & Pepperoni Sliced,Grocery/Deli & Ready Made Meals/Meat/Fresh Sliced/Deli Salami & Pepperoni Sliced,00292873000007,00292873000007,"Save-On-Foods - German Salami, Fresh",Deli Sliced or Shaved. German salami is commonly made with a smoked combination of finely ground pork and beef.,Save-On-Foods,4.69,,$4.69/100g,gram,4.69,100
181,8eec5180-2fa9-4348-85e0-6f5a25dfd226,30804,Chicken Thighs & Legs,Grocery/Meat & Seafood/Chicken & Turkey/Chicken Thighs & Legs,00258886000007,00258886000007,Western Canadian - Back Attached Chicken Legs,"Warehouse pack great for family get togethers. Great on the BBQ, fried or baked.",Western Canadian,8.43929539643711,,$0.70/100g,gram,0.70,100
182,15f96256-5921-4a91-9e50-d4c2e7610f91,30986,"Frozen Chicken Strips, Nuggets & More","Grocery/Frozen/Frozen Meat/Frozen Chicken Strips, Nuggets & More",00062639358624,00062639358624,Western Family - Chicken Breast Chunks,"Made with 100% Canadian chicken breast meat. Fully cooked, seasoned & breaded. No artificial colors or flavors. Keep frozen.",Western Family,14.99,,$1.87/100g,gram,1.87,100
183,227ab043-80b5-4823-8fa0-da976414d56d,30983,Frozen Burgers & Patties,Grocery/Frozen/Frozen Meat/Frozen Burgers & Patties,00062639337711,00062639337711,Western Family - Lean Turkey Burgers,72% less fat than our Western Family rancher beef burger. 6 x 142g frozen & uncooked burgers.,Western Family,13.99,15.49,$2.33 each,each,2.33 ,
184,d4262320-8bb3-4ea9-b2b1-f05968c7fe7c,30737,Deli More Meats Sliced,Grocery/Deli & Ready Made Meals/Meat/Fresh Sliced/Deli More Meats Sliced,00056364902054,00056364902054,Deluxe Sandwich - Platter Tray - Large Serves 15-20,"48 hour Prep Time Required for Party Platters. Limit 10 Per Order. Ham & Swiss, Roast Beef & Cheddar, Veggie & Cheddar, Turkey with Cranberry Sc & Egg Salad on White/Whole Wheat.",Deluxe Sandwich,54.99,54.99,,each,,
185,00b1b658-a6bc-440f-a8cd-fca13e190be3,30790,Party Platters,Grocery/Deli & Ready Made Meals/Party Platters,00056364902054,00056364902054,Deluxe Sandwich - Platter Tray - Large Serves 15-20,"48 hour Prep Time Required for Party Platters. Limit 10 Per Order. Ham & Swiss, Roast Beef & Cheddar, Veggie & Cheddar, Turkey with Cranberry Sc & Egg Salad on White/Whole Wheat.",Deluxe Sandwich,54.99,54.99,,each,,
186,b646fe9d-d5c9-4fa4-98e9-e2a9cca36f8b,30828,Shrimp & Shell Fish,Grocery/Meat & Seafood/Shrimp & Shell Fish,00062639342418,00062639342418,Western Family - Raw Black Tiger Medium Prawns,"41-50 prawns per pound. Easy peel, shell split & deveined. Uncooked, keep frozen. Ocean Wise.",Western Family,13.99,16.99,$4.11/100g,gram,4.11,100
187,ad7babf4-79c4-4bf5-ac47-1ebd0ec1b2d3,30822,Plant Based Burgers & Patties,Grocery/Meat & Seafood/Meat Alternatives/Plant Based Burgers & Patties,00060822400020,00060822400020,Yves - Veggie Burger Burgers,Vegan. Good Source of Protein. Simulated Beef Burgers. Contains no Meat.,Yves,7.49,7.99,$0.94 each,each,0.94 ,
188,227ab043-80b5-4823-8fa0-da976414d56d,30983,Frozen Burgers & Patties,Grocery/Frozen/Frozen Meat/Frozen Burgers & Patties,00062639306199,00062639306199,Western Family - Chicken Breast Burgers,Seasoned chicken breast portions. 18% meat protein & 63% less than our Western Family Rancher Beef Burger. 6 x 142g frozen & uncooked burgers. Keep frozen.,Western Family,14.49,,$2.42 each,each,2.42 ,
189,353562bf-4f2f-4b0f-aa20-a040a120ed8f,30801,Chicken Drumsticks & Wings,Grocery/Meat & Seafood/Chicken & Turkey/Chicken Drumsticks & Wings,00061951103752,00061951103752,Western Canadian - Drumsticks & Thighs Back Attached. Fresh. Family Pack,"Free Run Chicken, Raised on Family Farms. Average Weight May Vary by the Portions Sizes.",Western Canadian,13.0,,,each,,
190,9e859bb4-5906-43f4-a2fe-255a1e4f90de,30992,Frozen Turkey,Grocery/Frozen/Frozen Meat/Frozen Turkey,00062639332365,00062639332365,Western Family - Turkey Breast Fillets,"Frozen Seasoned, Boneless, Skinless Turkey Breast Fillets-Uncooked. 17% Meat Protein.",Western Family,19.99,22.99,$1.00/100g,gram,1.00,100
191,e42f3c62-0edc-4c2f-ac8d-850a6f145d98,30817,Bacon,Grocery/Meat & Seafood/Bacon,00062639349561,00062639349561,Western Family - Signature Maple Flavour Thick Sliced Bacon,"Naturally smoked over maple wood chips combined with sweet maple flavour with a savoury balance, then cut thick to provide a hearty bacon bite.",Western Family,9.99,,$2.00/100g,gram,2.00,100
192,3b80f884-1d69-48a4-a780-d71499b297d3,30838,Appetizers & Meatballs,Grocery/Meat & Seafood/Frozen Meat/Appetizers & Meatballs,00062639364403,00062639364403,Western Family - Mini Sausage Rolls,Pork sausage rolls seasoned with Dijon mustard in a flaky puff pastry blanket. Made with Canadian pork. No artificial colours or flavours. Approx 27 pieces.,Western Family,8.99,11.99,$1.80/100g,gram,1.80,100
193,06535c14-dcc2-48de-ad8e-0e7064456f4c,30845,Frozen Shrimp & Shell Fish,Grocery/Meat & Seafood/Frozen Seafood/Frozen Shrimp & Shell Fish,00062639366360,00062639366360,"Western Family - Raw Black Tiger Prawns Medium, Peeled & Deveined","With the classic tiger stripes that define this variety, black tiger prawns have a bold, sweet taste and a firm meaty texture. Simply grill for a few moments until solid white. Remove from heat immediately, serve, and enjoy. Ocean Wise recommended item.",Western Family,16.99,,$5.00/100g,gram,5.00,100
194,71479d85-44cf-45d5-828a-cfa548d82742,30819,Hot Dogs & Franks,Grocery/Meat & Seafood/Hot Dogs & Sausages/Hot Dogs & Franks,00065822978500,00065822978500,Butterball - Turkey Franks - Gluten/Lactose Free,Gluten & Lactose Free. They are a great tasting alternative to beef or pork wieners and they have less fat!,Butterball,5.99,,$0.75 each,each,0.75 ,
195,cea03cec-cc4c-463d-8a92-bc2f083a041a,30812,Pork Chops & Cutlets,Grocery/Meat & Seafood/Pork & Ham/Pork Chops & Cutlets,00263712000007,00263712000007,Western Canadian - Pork Belly Skin On Quarter Cut,"Rich and flavorful pork belly is delicious slow roasted, braised or barbecued. Average weight of each pork piece may vary by size of each cut portion.",Western Canadian,10.977764021912451,17.97633853497139,$1.21/100g,gram,1.21,100
